ESNERR_StCode,Region,Date,AvgOfDD_LAT,AvgOfDD_LONG,Temp C,Sal (PSU),Ammonia,Nitrate,Phosphate,NumCode,month,Year,dryS,Subbasin
APC,Upper Slough,2/25/2002,36.8439,-121.7513,19.31999969,12.76000023,0.050000001,2.2826,NA,5,2,2002,0,Azevedo Pond
APC,Upper Slough,3/26/2002,36.8439,-121.7513,17.79999924,17.40999985,0.07,0.2712,NA,5,3,2002,0,Azevedo Pond
APC,Upper Slough,4/29/2002,36.8439,-121.7513,16.20000076,14.75,0.059999999,0.3164,0.109999999,5,4,2002,0,Azevedo Pond
APC,Upper Slough,5/20/2002,36.8439,-121.7513,23.29999924,23.85000038,0.180000007,NA,0.07,5,5,2002,1,Azevedo Pond
APC,Upper Slough,1/27/2003,36.8439,-121.7513,16.85000038,4.079999924,0.370000005,0.0452,0.610000014,5,1,2003,0,Azevedo Pond
APC,Upper Slough,2/24/2003,36.8439,-121.7513,13.81000042,19.20999908,0.025,0.0226,0.015,5,2,2003,0,Azevedo Pond
APC,Upper Slough,3/24/2003,36.8439,-121.7513,23.60000038,20.72999954,0.100000001,0.113,0.015,5,3,2003,0,Azevedo Pond
APC,Upper Slough,4/30/2003,36.8439,-121.7513,18.04999924,32.74000168,0.025,0.113,0.75,5,4,2003,0,Azevedo Pond
APC,Upper Slough,5/19/2003,36.8439,-121.7513,29.55999947,29.89999962,0.025,0.0904,0.920000017,5,5,2003,1,Azevedo Pond
APC,Upper Slough,10/27/2003,36.8439,-121.7513,20.80999947,33.29999924,0.100000001,0.113,0.100000001,5,10,2003,1,Azevedo Pond
APC,Upper Slough,12/15/2003,36.8439,-121.7513,14.85999966,31.23999977,0.059999999,0.113,0.100000001,5,12,2003,0,Azevedo Pond
APC,Upper Slough,1/27/2004,36.8439,-121.7513,11.67000008,20.61000061,0.079999998,0.009,0.050000001,5,1,2004,0,Azevedo Pond
APC,Upper Slough,2/23/2004,36.8439,-121.7513,18.63999939,12.71000004,0.050000001,0.009,0.129999995,5,2,2004,0,Azevedo Pond
APC,Upper Slough,3/22/2004,36.8439,-121.7513,20.56999969,10.23999977,0.025,0.009,0.300000012,5,3,2004,0,Azevedo Pond
APC,Upper Slough,5/25/2004,36.8439,-121.7513,22.20000076,37.31999969,0.159999996,0,0.5,5,5,2004,1,Azevedo Pond
APC,Upper Slough,11/2/2004,36.8439,-121.7513,15.76000023,29.54999924,0.079999998,0.4972,0.090000004,5,11,2004,0,Azevedo Pond
APC,Upper Slough,1/31/2005,36.8439,-121.7513,12.28999996,16.60000038,0.0559,1.1526,0.015,5,1,2005,0,Azevedo Pond
APC,Upper Slough,5/25/2005,36.8439,-121.7513,18.28000069,19.97,0.12,0.0452,0.61,5,5,2005,1,Azevedo Pond
APC,Upper Slough,6/27/2005,36.8439,-121.7513,27.57999992,33.87,0.0562,0.5424,0.296,5,6,2005,1,Azevedo Pond
APC,Upper Slough,7/18/2005,36.8439,-121.7513,20.13999939,47.44,0.0961,0.2034,0.061,5,7,2005,1,Azevedo Pond
APC,Upper Slough,8/24/2005,36.8439,-121.7513,22.20000076,45.71,0.025,0.007,0.56,5,8,2005,1,Azevedo Pond
APC,Upper Slough,9/29/2005,36.8439,-121.7513,29.22999954,72.52,0.12,0.1243,0.184,5,9,2005,1,Azevedo Pond
APC,Upper Slough,11/1/2005,36.8439,-121.7513,14.4420002,39.568,0.045,0.08475,0.0785,5,11,2005,0,Azevedo Pond
APC,Upper Slough,1/10/2006,36.8439,-121.7513,9.369999886,18.82333333,0.057,0.226,0.015,5,1,2006,0,Azevedo Pond
APC,Upper Slough,2/7/2006,36.8439,-121.7513,12.17666658,23.36,0.2,0.038389755,0.0405,5,2,2006,0,Azevedo Pond
APC,Upper Slough,3/7/2006,36.8439,-121.7513,13.9266669,21.17,0.101,0.0075,0.015,5,3,2006,0,Azevedo Pond
APC,Upper Slough,4/4/2006,36.8439,-121.7513,16.81666629,8.396666667,0.025,0.0075,0.042,5,4,2006,0,Azevedo Pond
APC,Upper Slough,5/2/2006,36.8439,-121.7513,16.23999977,9.863333333,0.015,0.01,0.302333333,5,5,2006,1,Azevedo Pond
APC,Upper Slough,6/6/2006,36.8439,-121.7513,17.72000058,25.10333333,0.072,0.0075,0.231,5,6,2006,1,Azevedo Pond
APC,Upper Slough,7/11/2006,36.8439,-121.7513,16.84000015,41.16,0.0135,0.02,0.4905,5,7,2006,1,Azevedo Pond
APC,Upper Slough,8/1/2006,36.8439,-121.7513,17.5,40.06,0.11,0.02,0.015,5,8,2006,1,Azevedo Pond
APC,Upper Slough,9/12/2006,36.8439,-121.7513,19.06999969,49.9,0.025,0.27,0.015,5,9,2006,1,Azevedo Pond
APC,Upper Slough,10/10/2006,36.8439,-121.7513,18.76333364,37.38,0.051,0.5,0.11,5,10,2006,1,Azevedo Pond
APC,Upper Slough,11/7/2006,36.8439,-121.7513,20.71500015,35.785,0.0695,0.02,0.046,5,11,2006,0,Azevedo Pond
APC,Upper Slough,12/4/2006,36.8439,-121.7513,10.89666653,60.66333333,0.025,0.23,0.036,5,12,2006,0,Azevedo Pond
APC,Upper Slough,2/6/2007,36.8439,-121.7513,15.43666681,24.78,0.024,0.002,0.285,5,2,2007,0,Azevedo Pond
APC,Upper Slough,3/5/2007,36.8439,-121.7513,21.89999962,9.88,0.006,0.068,0.577,5,3,2007,0,Azevedo Pond
APC,Upper Slough,5/7/2007,36.8439,-121.7513,18.93000031,38.01,0.104,0.002,0.352,5,5,2007,1,Azevedo Pond
APC,Upper Slough,8/14/2007,36.8439,-121.7513,26.56249952,37.2225,0.052,NA,NA,5,8,2007,1,Azevedo Pond
APC,Upper Slough,9/11/2007,36.8439,-121.7513,26.89999962,38.06333333,0.017,NA,NA,5,9,2007,1,Azevedo Pond
APC,Upper Slough,1/8/2008,36.8439,-121.7513,10.07999992,15.85,0.022,NA,0.146,5,1,2008,0,Azevedo Pond
APC,Upper Slough,3/4/2008,36.8439,-121.7513,15.44999981,3.72,0.099,NA,0.521,5,3,2008,0,Azevedo Pond
APC,Upper Slough,4/15/2008,36.8439,-121.7513,18.35000038,24.15,0.014,NA,0.606,5,4,2008,0,Azevedo Pond
APC,Upper Slough,6/3/2008,36.8439,-121.7513,26.80999947,45.26,0.0025,NA,0.179,5,6,2008,1,Azevedo Pond
APC,Upper Slough,8/6/2008,36.8439,-121.7513,16.78000069,36.73,0.008,NA,0.36,5,8,2008,1,Azevedo Pond
APC,Upper Slough,1/6/2009,36.8439,-121.7513,9.372500181,28.995,5.00E-04,NA,0.011,5,1,2009,0,Azevedo Pond
APC,Upper Slough,2/3/2009,36.8439,-121.7513,12.22666645,30.87666667,0.006,NA,0.01,5,2,2009,0,Azevedo Pond
APC,Upper Slough,3/9/2009,36.8439,-121.7513,15.11999989,15.49666667,0.004,NA,0.037,5,3,2009,0,Azevedo Pond
APC,Upper Slough,5/5/2009,36.8439,-121.7513,21.21749926,27.385,0.005,NA,0.106,5,5,2009,1,Azevedo Pond
APC,Upper Slough,6/2/2009,36.8439,-121.7513,19.9266669,39.76333333,0.018,NA,0.271,5,6,2009,1,Azevedo Pond
APC,Upper Slough,7/7/2009,36.8439,-121.7513,26.42000008,46.80666667,0.012,NA,0.38,5,7,2009,1,Azevedo Pond
APC,Upper Slough,9/1/2009,36.8439,-121.7513,25.92000008,72.76,0.013,NA,0.271,5,9,2009,1,Azevedo Pond
APC,Upper Slough,10/5/2009,36.8439,-121.7513,22.32999992,77.21,0.001,NA,0.139,5,10,2009,1,Azevedo Pond
APC,Upper Slough,11/10/2009,36.8439,-121.7513,12.56999969,40.48,0.00449074,NA,0.3431476,5,11,2009,0,Azevedo Pond
APC,Upper Slough,1/12/2010,36.8439,-121.7513,13.40249968,27.865,5.00E-04,NA,0.23611528,5,1,2010,0,Azevedo Pond
APC,Upper Slough,3/9/2010,36.8439,-121.7513,17.05333328,12.27,0.004885543,NA,0.34327148,5,3,2010,0,Azevedo Pond
APC,Upper Slough,4/6/2010,36.8439,-121.7513,14.53000005,15.99,0.036847568,NA,0.22874442,5,4,2010,0,Azevedo Pond
APC,Upper Slough,5/4/2010,36.8439,-121.7513,17.5833327,20.30333333,0.023685703,NA,0.12499492,5,5,2010,1,Azevedo Pond
APC,Upper Slough,6/8/2010,36.8439,-121.7513,25.13666598,18.55,0.033289664,NA,0.19411996,5,6,2010,1,Azevedo Pond
APC,Upper Slough,7/6/2010,36.8439,-121.7513,18.85000038,22.61,0.027931051,NA,0.58694344,5,7,2010,1,Azevedo Pond
APC,Upper Slough,8/10/2010,36.8439,-121.7513,22.79999924,34.28,0.0025,NA,0.38068324,5,8,2010,1,Azevedo Pond
APC,Upper Slough,12/14/2010,36.8439,-121.7513,12.18000031,35.87333333,0.018054533,NA,0.023552685,5,12,2010,0,Azevedo Pond
APC,Upper Slough,1/11/2011,36.8439,-121.7513,7.066666762,20.90666667,0.297030195,NA,0.008256602,5,1,2011,0,Azevedo Pond
APC,Upper Slough,2/1/2011,36.8439,-121.7513,15.78333314,22.63666667,0.073178789,NA,0.007073548,5,2,2011,0,Azevedo Pond
APC,Upper Slough,3/1/2011,36.8439,-121.7513,14.23500013,17.29,0.013208118,NA,0.00306603,5,3,2011,0,Azevedo Pond
APC,Upper Slough,4/5/2011,36.8439,-121.7513,20.38749933,0.03,0.014424055,NA,0.113563893,5,4,2011,0,Azevedo Pond
APC,Upper Slough,5/3/2011,36.8439,-121.7513,22.02666601,16.83,0.06600987,NA,0.320254576,5,5,2011,1,Azevedo Pond
APC,Upper Slough,6/7/2011,36.8439,-121.7513,18.84000015,25.28,0.005,NA,0.829227944,5,6,2011,1,Azevedo Pond
APC,Upper Slough,7/12/2011,36.8439,-121.7513,19.71999995,43.96666667,0.060829361,NA,0.234975584,5,7,2011,1,Azevedo Pond
APC,Upper Slough,8/9/2011,36.8439,-121.7513,18.79999924,55.3,0.035180766,NA,0.76409184,5,8,2011,1,Azevedo Pond
APC,Upper Slough,9/13/2011,36.8439,-121.7513,29.19333331,73.35333333,0.001,NA,0.744939992,5,9,2011,1,Azevedo Pond
APC,Upper Slough,10/4/2011,36.8439,-121.7513,19.95000013,68.71,0.009887385,NA,3.2753872,5,10,2011,1,Azevedo Pond
APC,Upper Slough,11/8/2011,36.8439,-121.7513,18.0733331,39.17666667,0.001190464,NA,0.8103,5,11,2011,0,Azevedo Pond
APC,Upper Slough,12/6/2011,36.8439,-121.7513,11.1966664,45.55,0.011,NA,0.5703,5,12,2011,0,Azevedo Pond
APC,Upper Slough,1/10/2012,36.8439,-121.7513,12.04666678,46.52,0.00115,NA,0.27972104,5,1,2012,0,Azevedo Pond
APC,Upper Slough,2/14/2012,36.8439,-121.7513,9.566666603,36.93,0.002485348,NA,0.610703624,5,2,2012,0,Azevedo Pond
APC,Upper Slough,3/6/2012,36.8439,-121.7513,16.62333361,41.29666667,0.0263,NA,0.1326,5,3,2012,0,Azevedo Pond
APC,Upper Slough,4/3/2012,36.8439,-121.7513,20.26000023,36.23333333,0.0953,NA,0.7215,5,4,2012,0,Azevedo Pond
APC,Upper Slough,5/1/2012,36.8439,-121.7513,17.76000023,37.44666667,0.4683,NA,0.6107,5,5,2012,1,Azevedo Pond
APC,Upper Slough,6/12/2012,36.8439,-121.7513,16.59000015,44.53,0.7911,NA,0.7843,5,6,2012,1,Azevedo Pond
APC,Upper Slough,7/10/2012,36.8439,-121.7513,19.37000084,68.75,0.0136,NA,0.4462,5,7,2012,1,Azevedo Pond
APC,Upper Slough,12/11/2012,36.8439,-121.7513,NA,0,0.00335,NA,0.0956,5,12,2012,0,Azevedo Pond
APC,Upper Slough,1/8/2013,36.8439,-121.7513,12.30666669,17.44666667,0.1636,NA,0.0207,5,1,2013,0,Azevedo Pond
APC,Upper Slough,2/5/2013,36.8439,-121.7513,13.18000031,26.59,0.1755,NA,0.053,5,2,2013,0,Azevedo Pond
APC,Upper Slough,3/5/2013,36.8439,-121.7513,14.02666664,25.99,0.1272,NA,0.042,5,3,2013,0,Azevedo Pond
APC,Upper Slough,4/2/2013,36.8439,-121.7513,17.33666674,31.86666667,0.0336,NA,0.0436,5,4,2013,0,Azevedo Pond
APC,Upper Slough,5/7/2013,36.8439,-121.7513,21.36333338,57.28,0.0101,NA,0.0467,5,5,2013,1,Azevedo Pond
APC,Upper Slough,2/11/2014,36.8439,-121.7513,21.16333326,43.06,0.0012,NA,0.0317,5,2,2014,0,Azevedo Pond
APC,Upper Slough,3/11/2014,36.8439,-121.7513,20.4399999,36.53,0.0081,NA,0.0204,5,3,2014,0,Azevedo Pond
APC,Upper Slough,4/8/2014,36.8439,-121.7513,20.39000066,39.1,0.0247,NA,0.0247,5,4,2014,0,Azevedo Pond
APC,Upper Slough,5/6/2014,36.8439,-121.7513,17.15999985,63.26,0.0125,NA,0.0924,5,5,2014,1,Azevedo Pond
APC,Upper Slough,6/3/2014,36.8439,-121.7513,14.75333341,124.0266667,0.0119,NA,0.0998,5,6,2014,1,Azevedo Pond
APC,Upper Slough,8/5/2014,36.8439,-121.7513,20.11333402,140.6266667,0.0344,NA,0.1423,5,8,2014,1,Azevedo Pond
APC,Upper Slough,9/2/2014,36.8439,-121.7513,NA,NA,2.2871,NA,0,5,9,2014,1,Azevedo Pond
APC,Upper Slough,11/4/2014,36.8439,-121.7513,27.02333323,123.7533333,0.1428,NA,0.1166,5,11,2014,0,Azevedo Pond
APC,Upper Slough,12/2/2014,36.8439,-121.7513,NA,NA,0.5435,NA,0.0402,5,12,2014,0,Azevedo Pond
APC,Upper Slough,1/13/2015,36.8439,-121.7513,10.75666682,17.12,0.0539,NA,0.0303,5,1,2015,0,Azevedo Pond
APC,Upper Slough,2/3/2015,36.8439,-121.7513,15.46333345,25.47333333,0.232,NA,0.0225,5,2,2015,0,Azevedo Pond
APC,Upper Slough,3/3/2015,36.8439,-121.7513,17.99666659,26.64333333,0.282,NA,0.0303,5,3,2015,0,Azevedo Pond
APC,Upper Slough,4/14/2015,36.8439,-121.7513,22.10000038,37.67333333,0.0256,NA,0.0358,5,4,2015,0,Azevedo Pond
APC,Upper Slough,5/12/2015,36.8439,-121.7513,17.8566672,60.31,0.0317,NA,0.0331,5,5,2015,1,Azevedo Pond
APC,Upper Slough,6/10/2015,36.8439,-121.7513,16.53666623,105.24,0.0424,NA,0.13,5,6,2015,1,Azevedo Pond
APC,Upper Slough,7/7/2015,36.8439,-121.7513,16.05999947,128.005,0.0285,NA,0.247,5,7,2015,1,Azevedo Pond
APC,Upper Slough,8/11/2015,36.8439,-121.7513,31.26333364,60.13333333,0.0255,NA,0.0208,5,8,2015,1,Azevedo Pond
APC,Upper Slough,9/8/2015,36.8439,-121.7513,27.48666636,97.31333333,0.0217,NA,0.1395,5,9,2015,1,Azevedo Pond
APC,Upper Slough,10/6/2015,36.8439,-121.7513,25.60333379,67.80666667,0.0269,NA,0.061,5,10,2015,1,Azevedo Pond
APC,Upper Slough,11/3/2015,36.8439,-121.7513,NA,NA,4.14,NA,0.216,5,11,2015,0,Azevedo Pond
APC,Upper Slough,12/8/2015,36.8439,-121.7513,16.44333394,43.29666667,0.0099,NA,0.0127,5,12,2015,0,Azevedo Pond
APC,Upper Slough,1/5/2016,36.8439,-121.7513,12.43999958,30.79666667,0.141,NA,0.014,5,1,2016,0,Azevedo Pond
APC,Upper Slough,2/2/2016,36.8439,-121.7513,12.19999981,14.82333333,0.0901,NA,0.0494,5,2,2016,0,Azevedo Pond
APC,Upper Slough,3/1/2016,36.8439,-121.7513,14.46000004,11.87666667,0.0809,NA,0.0478,5,3,2016,0,Azevedo Pond
APC,Upper Slough,4/5/2016,36.8439,-121.7513,22.85000038,12.20666667,0.027,NA,0.216,5,4,2016,0,Azevedo Pond
APC,Upper Slough,5/2/2016,36.8439,-121.7513,23.33666674,12.04,0.0196,NA,0.163,5,5,2016,1,Azevedo Pond
APC,Upper Slough,6/14/2016,36.8439,-121.7513,24.15333303,34.43,0.0179,NA,0.321,5,6,2016,1,Azevedo Pond
APC,Upper Slough,7/12/2016,36.8439,-121.7513,19.45999908,52.61,0.0256,NA,0.404,5,7,2016,1,Azevedo Pond
APC,Upper Slough,8/9/2016,36.8439,-121.7513,17.53000069,60.23666667,0.01905,NA,0.722,5,8,2016,1,Azevedo Pond
APC,Upper Slough,9/13/2016,36.8439,-121.7513,14.69333299,103.28,0.412,NA,0.0563,5,9,2016,1,Azevedo Pond
APC,Upper Slough,11/8/2016,36.8439,-121.7513,17.80000051,47.10333333,0.0174,NA,0.0496,5,11,2016,0,Azevedo Pond
APC,Upper Slough,12/6/2016,36.8439,-121.7513,9.353333473,36.90666667,0.103,NA,0.0175,5,12,2016,0,Azevedo Pond
APC,Upper Slough,1/11/2017,36.8439,-121.7513,13.76666673,4.24,0.159,NA,0.1696,5,1,2017,0,Azevedo Pond
APC,Upper Slough,2/8/2017,36.8439,-121.7513,15.85999966,1.74,0.151,NA,0.139,5,2,2017,0,Azevedo Pond
APC,Upper Slough,3/7/2017,36.8439,-121.7513,15.72000027,0.79,0.278,NA,0.209,5,3,2017,0,Azevedo Pond
APC,Upper Slough,4/4/2017,36.8439,-121.7513,17.23999977,1.7,0.711,NA,0.965,5,4,2017,0,Azevedo Pond
APC,Upper Slough,5/2/2017,36.8439,-121.7513,19.47999954,4.38,0.157,NA,0.0985,5,5,2017,1,Azevedo Pond
APC,Upper Slough,6/6/2017,36.8439,-121.7513,19.27666728,15.18666667,0.0355,NA,0.0215,5,6,2017,1,Azevedo Pond
APC,Upper Slough,7/5/2017,36.8439,-121.7513,30.01900037,35.50333333,0.0684,NA,0.0384,5,7,2017,1,Azevedo Pond
APC,Upper Slough,8/1/2017,36.8439,-121.7513,24.99333318,40.59666667,0.0134,NA,0.0445,5,8,2017,1,Azevedo Pond
APC,Upper Slough,9/12/2017,36.8439,-121.7513,21.60666656,82.1,0.297,NA,0.302,5,9,2017,1,Azevedo Pond
APC,Upper Slough,10/3/2017,36.8439,-121.7513,24.79666646,108.3833333,0.791,NA,0.325,5,10,2017,1,Azevedo Pond
APC,Upper Slough,11/14/2017,36.8439,-121.7513,24.40999985,67.19666667,0.173,NA,0.132,5,11,2017,0,Azevedo Pond
APC,Upper Slough,12/12/2017,36.8439,-121.7513,12.78000005,56.64333333,0.126,NA,0.0058,5,12,2017,0,Azevedo Pond
APC,Upper Slough,1/9/2018,36.8439,-121.7513,14.5170002,38.92333333,0.125,NA,0.0393,5,1,2018,0,Azevedo Pond
APC,Upper Slough,2/6/2018,36.8439,-121.7513,13.25333341,35.33666667,0.009,NA,0.0078,5,2,2018,0,Azevedo Pond
APC,Upper Slough,3/13/2018,36.8439,-121.7513,16.20933278,37.47333333,0.0391,NA,0.016,5,3,2018,0,Azevedo Pond
APC,Upper Slough,4/10/2018,36.8439,-121.7513,19.75,23.14666667,0.0227,NA,0.0089,5,4,2018,0,Azevedo Pond
APC,Upper Slough,5/8/2018,36.8439,-121.7513,18.6503334,40.99333333,0.141,NA,0.14,5,5,2018,1,Azevedo Pond
APC,Upper Slough,6/5/2018,36.8439,-121.7513,18.58333333,59.16666667,0.0121,NA,0.151,5,6,2018,1,Azevedo Pond
APC,Upper Slough,7/10/2018,36.8439,-121.7513,27.9343338,81.36333333,0.0034,NA,0.218,5,7,2018,1,Azevedo Pond
APC,Upper Slough,8/7/2018,36.8439,-121.7513,19.52466647,112.41,0.0101,NA,0.145,5,8,2018,1,Azevedo Pond
APC,Upper Slough,9/4/2018,36.8439,-121.7513,19.81133334,50.30333333,4.50E-04,NA,1.866,5,9,2018,1,Azevedo Pond
APC,Upper Slough,10/2/2018,36.8439,-121.7513,19.45266724,41.05,0.0142,NA,1.01,5,10,2018,1,Azevedo Pond
APC,Upper Slough,11/6/2018,36.8439,-121.7513,18.99500084,36.82333333,0.00125,NA,0.056,5,11,2018,0,Azevedo Pond
APC,Upper Slough,12/4/2018,36.8439,-121.7513,12.01566664,20.06,0.179,NA,0.0701,5,12,2018,0,Azevedo Pond
APC,Upper Slough,1/15/2019,36.8439,-121.7513,11.37400023,28.96666667,0.2,NA,0.0939,5,1,2019,0,Azevedo Pond
APC,Upper Slough,2/12/2019,36.8439,-121.7513,8.401666641,17.87333333,0.234,NA,0.119,5,2,2019,0,Azevedo Pond
RNM,Reserve,9/23/1989,36.8364,-121.7323,17.79999924,32.5,0.578620026,0.043156959,0.02728,8.1,9,1989,1,North Marsh
RNM,Reserve,11/20/1989,36.8364,-121.7323,19.70000076,22.5,0.189,0.058850404,0.01085,8.1,11,1989,0,North Marsh
RNM,Reserve,12/17/1989,36.8364,-121.7323,11,21.20000076,0.083440001,0.048061161,0.04278,8.1,12,1989,0,North Marsh
RNM,Reserve,1/20/1990,36.8364,-121.7323,10.10000038,25.89999962,0.184239998,0.059410877,3.10E-04,8.1,1,1990,0,North Marsh
RNM,Reserve,2/25/1990,36.8364,-121.7323,18.29999924,22.20000076,0.177239998,0.635444232,0.039369999,8.1,2,1990,0,North Marsh
RNM,Reserve,3/24/1990,36.8364,-121.7323,16.89999962,26,0.296800011,0.055487521,0.041540001,8.1,3,1990,0,North Marsh
RNM,Reserve,4/28/1990,36.8364,-121.7323,25.10000038,27.5,0.0231,0.01205032,0.190650003,8.1,4,1990,0,North Marsh
RNM,Reserve,5/12/1990,36.8364,-121.7323,22.10000038,27,0.02422,0.018355721,0.177319993,8.1,5,1990,1,North Marsh
RNM,Reserve,6/9/1990,36.8364,-121.7323,24,32,0.450239998,0.01415212,0.078429999,8.1,6,1990,1,North Marsh
RNM,Reserve,7/15/1990,36.8364,-121.7323,21.79999924,25,0.124599995,0.01387188,0.086179999,8.1,7,1990,1,North Marsh
RNM,Reserve,8/8/1990,36.8364,-121.7323,22.79999924,31,0.042,0.013451521,0.100130001,8.1,8,1990,1,North Marsh
RNM,Reserve,9/22/1990,36.8364,-121.7323,20.89999962,32.09999847,0.105559999,0.029985678,0.253889987,8.1,9,1990,1,North Marsh
RNM,Reserve,10/21/1990,36.8364,-121.7323,17,32.09999847,0.176119999,0.060531842,0.0248,8.1,10,1990,1,North Marsh
RNM,Reserve,11/18/1990,36.8364,-121.7323,14,33,0.119280006,0.030125798,0.043399999,8.1,11,1990,0,North Marsh
RNM,Reserve,1/27/1991,36.8364,-121.7323,13,23.5,0.057260002,0.039934199,0.039989999,8.1,1,1991,0,North Marsh
RNM,Reserve,2/22/1991,36.8364,-121.7323,18,33.09999847,0.030520001,0.037972517,0.030380001,8.1,2,1991,0,North Marsh
RNM,Reserve,3/5/1991,36.8364,-121.7323,13,26.29999924,0.436800011,0.04161564,0.02697,8.1,3,1991,0,North Marsh
RNM,Reserve,4/27/1991,36.8364,-121.7323,23,35,0.662060013,0.009948521,0.080599997,8.1,4,1991,0,North Marsh
RNM,Reserve,5/18/1991,36.8364,-121.7323,19.5,43,0.082459998,0.02283956,0.056730001,8.1,5,1991,1,North Marsh
RNM,Reserve,6/7/1991,36.8364,-121.7323,20.10000038,38.59999847,0.053619999,0.027883882,0.190030004,8.1,6,1991,1,North Marsh
RNM,Reserve,7/13/1991,36.8364,-121.7323,18,39.5,0.751800011,0.027043159,0.211729998,8.1,7,1991,1,North Marsh
RNM,Reserve,8/25/1991,36.8364,-121.7323,18,37.09999847,0.460320015,7.01E-04,NA,8.1,8,1991,1,North Marsh
RNM,Reserve,9/22/1991,36.8364,-121.7323,20.5,35.5,0.095899999,0.02844436,NA,8.1,9,1991,1,North Marsh
RNM,Reserve,10/29/1991,36.8364,-121.7323,16,32,0.086100001,0.03474976,NA,8.1,10,1991,1,North Marsh
RNM,Reserve,11/10/1991,36.8364,-121.7323,19.10000038,30,0.0231,0.02059764,0.121520002,8.1,11,1991,0,North Marsh
RNM,Reserve,12/14/1991,36.8364,-121.7323,8.800000191,37.20000076,0.025,0.001,0.090000004,8.1,12,1991,0,North Marsh
RNM,Reserve,1/26/1992,36.8364,-121.7323,12.5,33.20000076,0.025,0.099439999,0.039999999,8.1,1,1992,0,North Marsh
RNM,Reserve,2/17/1992,36.8364,-121.7323,16.39999962,22.5,0.129999995,0.203399995,0.01,8.1,2,1992,0,North Marsh
RNM,Reserve,3/28/1992,36.8364,-121.7323,18.5,32,0.100000001,0.0226,0.150000006,8.1,3,1992,0,North Marsh
RNM,Reserve,4/30/1992,36.8364,-121.7323,24.20000076,38,0.74000001,0.610200011,0.015,8.1,4,1992,0,North Marsh
RNM,Reserve,5/24/1992,36.8364,-121.7323,19,34.40000153,0.025,0.0055,0.015,8.1,5,1992,1,North Marsh
RNM,Reserve,6/29/1992,36.8364,-121.7323,23.20000076,39,3.599999905,0.0055,0.029999999,8.1,6,1992,1,North Marsh
RNM,Reserve,7/20/1992,36.8364,-121.7323,21.5,38.79999924,2.299999952,0.0055,0.015,8.1,7,1992,1,North Marsh
RNM,Reserve,8/8/1992,36.8364,-121.7323,24.29999924,38.5,2.700000048,0.113,0.015,8.1,8,1992,1,North Marsh
RNM,Reserve,9/29/1992,36.8364,-121.7323,18.20000076,34,0.200000003,0.090400001,0.029999999,8.1,9,1992,1,North Marsh
RNM,Reserve,10/27/1992,36.8364,-121.7323,18.5,33,0.200000003,0.700599978,0.039999999,8.1,10,1992,1,North Marsh
RNM,Reserve,11/16/1992,36.8364,-121.7323,14.80000019,36.5,0.899999976,0.497200011,0.015,8.1,11,1992,0,North Marsh
RNM,Reserve,12/7/1992,36.8364,-121.7323,13.30000019,20.20000076,0.300000012,0.226,0.109999999,8.1,12,1992,0,North Marsh
RNM,Reserve,1/28/1993,36.8364,-121.7323,13,22.33543134,0.600000024,1.107400022,0.090000004,8.1,1,1993,0,North Marsh
RNM,Reserve,2/24/1993,36.8364,-121.7323,12.5,21,0.100000001,0.565,0.015,8.1,2,1993,0,North Marsh
RNM,Reserve,3/29/1993,36.8364,-121.7323,22.5,7.6015485,3.099999905,1.469,0.015,8.1,3,1993,0,North Marsh
RNM,Reserve,4/30/1993,36.8364,-121.7323,26,16.79999924,1.299999952,0.452,0.015,8.1,4,1993,0,North Marsh
RNM,Reserve,5/24/1993,36.8364,-121.7323,20.89999962,19.79999924,5.599999905,0.452,0.029999999,8.1,5,1993,1,North Marsh
RNM,Reserve,6/28/1993,36.8364,-121.7323,23.29999924,34.09999847,1.100000024,0.452,0.180000007,8.1,6,1993,1,North Marsh
RNM,Reserve,7/27/1993,36.8364,-121.7323,19.20000076,34.29999924,0.5,0.904,0.100000001,8.1,7,1993,1,North Marsh
RNM,Reserve,8/9/1993,36.8364,-121.7323,25,30,0.5,0.678,0.029999999,8.1,8,1993,1,North Marsh
RNM,Reserve,9/20/1993,36.8364,-121.7323,17.5,28.20000076,0.400000006,0.678,0.015,8.1,9,1993,1,North Marsh
RNM,Reserve,10/25/1993,36.8364,-121.7323,20.20000076,29.29999924,0.079999998,0.452,0.079999998,8.1,10,1993,1,North Marsh
RNM,Reserve,11/15/1993,36.8364,-121.7323,14.80000019,30,0.119999997,0.452,0.029999999,8.1,11,1993,0,North Marsh
RNM,Reserve,12/20/1993,36.8364,-121.7323,6.5,32.5,0.400000006,0.452,0.015,8.1,12,1993,0,North Marsh
RNM,Reserve,1/30/1994,36.8364,-121.7323,11.19999981,29.89999962,0.400000006,0.904,0.015,8.1,1,1994,0,North Marsh
RNM,Reserve,3/7/1994,36.8364,-121.7323,NA,28,0.209999993,0.226,0.059999999,8.1,3,1994,0,North Marsh
RNM,Reserve,5/2/1994,36.8364,-121.7323,16.20000076,28.29999924,0.025,0.904,0.029999999,8.1,5,1994,1,North Marsh
RNM,Reserve,6/13/1994,36.8364,-121.7323,25,46.64166418,0.310000002,1.356,0.050000001,8.1,6,1994,1,North Marsh
RNM,Reserve,7/26/1994,36.8364,-121.7323,23.29999924,29,0.899999976,1.582,0.5,8.1,7,1994,1,North Marsh
